team_name,team_id,season,conference,conference_id,jersey,player,pos,yr,g,gs
Adams St. Grizzlies,929,2020,RMAC,13128,16,"Kats, Blake",M,Fr,1,0
Adams St. Grizzlies,929,2020,RMAC,13128,5,"Kelley, Justin",D,So,3,0
Adams St. Grizzlies,929,2020,RMAC,13128,8,"Kelly, Alexander",att,Fr,4,4
Adams St. Grizzlies,929,2020,RMAC,13128,25,"Kuykendall, Connor",def,Fr,4,4
Adams St. Grizzlies,929,2020,RMAC,13128,18,"Lumala, Timothy",DM,Fr,0,0
Adams St. Grizzlies,929,2020,RMAC,13128,30,"Macy, Christian",M,So,3,0
Adams St. Grizzlies,929,2020,RMAC,13128,4,"McFarlane, Ian",M,So,4,0
Adams St. Grizzlies,929,2020,RMAC,13128,24,"Meyers, Luke",,Fr,4,0
Adams St. Grizzlies,929,2020,RMAC,13128,28,"Nachtscheim, Jayden",M,Fr,1,0
Adams St. Grizzlies,929,2020,RMAC,13128,48,"Navarro, Michael",GK,So,1,0
Adams St. Grizzlies,929,2020,RMAC,13128,29,"Osterhout, Collin",D,Sr,4,1
Adams St. Grizzlies,929,2020,RMAC,13128,34,"Rodine, Chase",ATT,So,4,0
Adams St. Grizzlies,929,2020,RMAC,13128,12,"Rosas, Johnny",ATT,Sr,3,3
Adams St. Grizzlies,929,2020,RMAC,13128,50,"Selfridge, Nick",M,Sr,4,1
Adams St. Grizzlies,929,2020,RMAC,13128,2,"Simon, Donnie",M,Sr,4,1
Adams St. Grizzlies,929,2020,RMAC,13128,3,"Trudgian, Terry",M,Sr,4,4
Adams St. Grizzlies,929,2020,RMAC,13128,11,"Van Arsdall, JD",M,Jr,4,3
Adams St. Grizzlies,929,2020,RMAC,13128,19,"Welch, Kyler",GK,So,0,0
Adams St. Grizzlies,929,2020,RMAC,13128,9,"Williams, Brendan",GK,Jr,4,4
Adams St. Grizzlies,929,2020,RMAC,13128,15,"Wing, Jasiah",DM,Fr,1,0
Adams St. Grizzlies,929,2020,RMAC,13128,39,"Ybarra, Ramiro",M,Fr,0,0
Adams St. Grizzlies,929,2020,RMAC,13128,32,"Yomona, Jordi",M,So,1,0
Adams St. Grizzlies,929,2019,RMAC,13128,22,"Austin, Jacob",M,So,12,7
Adams St. Grizzlies,929,2019,RMAC,13128,25,"Baron, Drew",D,Jr,3,0
Adams St. Grizzlies,929,2019,RMAC,13128,16,"Beck, Tanner",M,Sr,13,4
Adams St. Grizzlies,929,2019,RMAC,13128,42,"Blackburn, Taylor",D,Fr,0,0
Adams St. Grizzlies,929,2019,RMAC,13128,4,"Brennan, Grass",D,Fr,9,1
Adams St. Grizzlies,929,2019,RMAC,13128,31,"Burtschi, Christopher",M,Fr,4,0
Adams St. Grizzlies,929,2019,RMAC,13128,13,"Butler, Kyle",ATT,Fr,13,2
Adams St. Grizzlies,929,2019,RMAC,13128,10,"Chitwood, Kevin",D,So,13,12
Adams St. Grizzlies,929,2019,RMAC,13128,27,"Coleman, J.C.",ATT,Jr,1,0
Adams St. Grizzlies,929,2019,RMAC,13128,4,"Grass, Brennan",,Fr,4,0
Adams St. Grizzlies,929,2019,RMAC,13128,28,"Janes, Kage",M,Sr,12,2
Adams St. Grizzlies,929,2019,RMAC,13128,35,"Johnson, Connor",GK,Sr,11,11
Adams St. Grizzlies,929,2019,RMAC,13128,23,"Jones, Jacob",D,So,2,0
Adams St. Grizzlies,929,2019,RMAC,13128,5,"Kelley, Justin",D,Fr,1,0
Adams St. Grizzlies,929,2019,RMAC,13128,7,"Kelly, Coltyn",M,Sr,13,12
Adams St. Grizzlies,929,2019,RMAC,13128,24,"MacFarlane, Emmitt",ATT,Sr,10,4
Adams St. Grizzlies,929,2019,RMAC,13128,30,"Macy, Christian",M,Fr,4,0
Adams St. Grizzlies,929,2019,RMAC,13128,8,"McFarlane, Ian",M,Fr,6,0
Adams St. Grizzlies,929,2019,RMAC,13128,15,"Morrison, Riley",M,Fr,13,10
Adams St. Grizzlies,929,2019,RMAC,13128,48,"Navarro, Michael",GK,Fr,1,0
Adams St. Grizzlies,929,2019,RMAC,13128,29,"Osterhout, Collin",D,Jr,8,0
Adams St. Grizzlies,929,2019,RMAC,13128,18,"Pepelyaev, Roman",M,Fr,13,7
Adams St. Grizzlies,929,2019,RMAC,13128,20,"Robison, Sawyer",D,Sr,13,12
Adams St. Grizzlies,929,2019,RMAC,13128,34,"Rodine, Chase",ATT,Fr,10,2
Adams St. Grizzlies,929,2019,RMAC,13128,12,"Rosas, Johnny",ATT,Jr,13,7
Adams St. Grizzlies,929,2019,RMAC,13128,50,"Selfridge, Nick",M,Jr,12,0
Adams St. Grizzlies,929,2019,RMAC,13128,2,"Simon, Donnie",M,Jr,13,3
Adams St. Grizzlies,929,2019,RMAC,13128,3,"Trudgian, Terry",M,Jr,13,13
Adams St. Grizzlies,929,2019,RMAC,13128,11,"Van Arsdall, JD",M,So,13,6
Adams St. Grizzlies,929,2019,RMAC,13128,19,"Welch, Kyler",GK,Fr,3,0
Adams St. Grizzlies,929,2019,RMAC,13128,9,"Williams, Brendan",GK,So,5,2
Adams St. Grizzlies,929,2019,RMAC,13128,45,"Wilson, Kale",ATT,Jr,12,12
Adams St. Grizzlies,929,2019,RMAC,13128,32,"Yomona, Jordi",M,Fr,1,0
Adams St. Grizzlies,929,2019,RMAC,13128,1,"Young, Ryan",M,So,13,1
Adams St. Grizzlies,929,2018,RMAC,13128,22,"Austin, Jacob",,Fr,14,0
Adams St. Grizzlies,929,2018,RMAC,13128,25,"Baron, Drew",,Jr,7,3
Adams St. Grizzlies,929,2018,RMAC,13128,16,"Beck, Tanner",,Jr,12,1
Adams St. Grizzlies,929,2018,RMAC,13128,2,"Bell, Tristan",,Fr,9,0
Adams St. Grizzlies,929,2018,RMAC,13128,1,"Brown, Nick",,So,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,12,"Brydson, Alex",,Sr,13,8
Adams St. Grizzlies,929,2018,RMAC,13128,**,"Campbell, Keaton",,Jr,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,37,"Chitwood, Garrett",,Sr,12,9
Adams St. Grizzlies,929,2018,RMAC,13128,10,"Chitwood, Kevin",LSM,Fr,12,8
Adams St. Grizzlies,929,2018,RMAC,13128,30,"Clinton, Nik",,Jr,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,27,"Coleman, J.C.",,So,5,3
Adams St. Grizzlies,929,2018,RMAC,13128,33,"Cranfield, Collin",,Sr,12,0
Adams St. Grizzlies,929,2018,RMAC,13128,8,"Ermann, Travis",,Fr,7,0
Adams St. Grizzlies,929,2018,RMAC,13128,36,"Gilliland, Zachary",,Jr,1,0
Adams St. Grizzlies,929,2018,RMAC,13128,43,"Hamilton, Ryan",,Fr,13,7
Adams St. Grizzlies,929,2018,RMAC,13128,14,"Hanley, Cameron",,So,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,32,"Hauck, Dakota",,Jr,11,1
Adams St. Grizzlies,929,2018,RMAC,13128,13,"Hoduffer, Alex",A,Fr,14,8
Adams St. Grizzlies,929,2018,RMAC,13128,28,"Janes, Kage",,Jr,14,8
Adams St. Grizzlies,929,2018,RMAC,13128,35,"Johnson, Connor",,Jr,12,11
Adams St. Grizzlies,929,2018,RMAC,13128,23,"Jones, Jacob",,Fr,3,1
Adams St. Grizzlies,929,2018,RMAC,13128,7,"Kelly, Coltyn",,Jr,14,2
Adams St. Grizzlies,929,2018,RMAC,13128,44,"Krieble, Daniel",,Jr,14,1
Adams St. Grizzlies,929,2018,RMAC,13128,XX,"Long, Colton",,Sr,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,4,"Lopez, Chris",,So,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,24,"MacFarlane, Emmitt",,Jr,14,8
Adams St. Grizzlies,929,2018,RMAC,13128,17,"Mendez, Dominic",,Fr,5,2
Adams St. Grizzlies,929,2018,RMAC,13128,18,"Minshall, Brandon",,So,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,31,"Olson, Connor",,So,11,11
Adams St. Grizzlies,929,2018,RMAC,13128,34,"Osbourne, Morgan",,Jr,10,4
Adams St. Grizzlies,929,2018,RMAC,13128,29,"Osterhout, Collin",,So,10,3
Adams St. Grizzlies,929,2018,RMAC,13128,15,"Quatrochi, Joe",,Sr,13,12
Adams St. Grizzlies,929,2018,RMAC,13128,14,"Reif, Dalton",,Fr,1,0
Adams St. Grizzlies,929,2018,RMAC,13128,20,"Robison, Sawyer",,Jr,12,11
Adams St. Grizzlies,929,2018,RMAC,13128,19,"Rosas, Johnny",,So,10,2
Adams St. Grizzlies,929,2018,RMAC,13128,8,"Sattler, Brandon",,So,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,10,"Scott, Alex",,So,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,3,"Trudgian, Terry",,So,13,5
Adams St. Grizzlies,929,2018,RMAC,13128,26,"Vaeth, Michael",,So,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,11,"Van Arsdall, JD",,Fr,11,0
Adams St. Grizzlies,929,2018,RMAC,13128,2,"Wallace, Dylan",,Jr,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,23,"Wiggins, Sloan",,So,0,0
Adams St. Grizzlies,929,2018,RMAC,13128,9,"Williams, Brendan",,Fr,6,1
Adams St. Grizzlies,929,2018,RMAC,13128,45,"Wilson, Kale",,So,14,9
Adams St. Grizzlies,929,2017,RMAC,13128,25,"Baron, Drew",,So,10,1
Adams St. Grizzlies,929,2017,RMAC,13128,16,"Beck, Tanner",,So,10,1
Adams St. Grizzlies,929,2017,RMAC,13128,11,"Bill, Derek",,Sr,2,0
Adams St. Grizzlies,929,2017,RMAC,13128,1,"Brown, Nick",,Fr,13,0
Adams St. Grizzlies,929,2017,RMAC,13128,12,"Brydson, Alex",,Jr,11,0
Adams St. Grizzlies,929,2017,RMAC,13128,**,"Campbell, Keaton",,So,0,0
Adams St. Grizzlies,929,2017,RMAC,13128,37,"Chitwood, Garrett",,Jr,13,12
Adams St. Grizzlies,929,2017,RMAC,13128,30,"Clinton, Nik",,So,11,5
Adams St. Grizzlies,929,2017,RMAC,13128,27,"Coleman, J.C.",,Fr,3,1
Adams St. Grizzlies,929,2017,RMAC,13128,33,"Cranfield, Collin",,Jr,11,8
Adams St. Grizzlies,929,2017,RMAC,13128,36,"Gilliland, Zachary",,So,1,0
Adams St. Grizzlies,929,2017,RMAC,13128,14,"Hanley, Cameron",,Fr,5,2
Adams St. Grizzlies,929,2017,RMAC,13128,32,"Hauck, Dakota",,So,9,0
Adams St. Grizzlies,929,2017,RMAC,13128,28,"Janes, Kage",,So,13,13
Adams St. Grizzlies,929,2017,RMAC,13128,35,"Johnson, Connor",,So,13,13
Adams St. Grizzlies,929,2017,RMAC,13128,13,"Kane, Gabriel",,Sr,2,0
Adams St. Grizzlies,929,2017,RMAC,13128,7,"Kelly, Coltyn",,So,10,0
Adams St. Grizzlies,929,2017,RMAC,13128,47,"Koenig, Alan",,Sr,8,0
Adams St. Grizzlies,929,2017,RMAC,13128,44,"Krieble, Daniel",,So,10,2
Adams St. Grizzlies,929,2017,RMAC,13128,XX,"Long, Colton",,Jr,0,0
Adams St. Grizzlies,929,2017,RMAC,13128,4,"Lopez, Chris",,Fr,0,0
Adams St. Grizzlies,929,2017,RMAC,13128,24,"MacFarlane, Emmitt",,So,13,12
Adams St. Grizzlies,929,2017,RMAC,13128,18,"Minshall, Brandon",,Fr,5,0
Adams St. Grizzlies,929,2017,RMAC,13128,31,"Olson, Connor",,Fr,13,13
Adams St. Grizzlies,929,2017,RMAC,13128,34,"Osbourne, Morgan",,So,13,0
Adams St. Grizzlies,929,2017,RMAC,13128,29,"Osterhout, Collin",,Fr,10,1
Adams St. Grizzlies,929,2017,RMAC,13128,15,"Quatrochi, Joe",,Jr,13,12
Adams St. Grizzlies,929,2017,RMAC,13128,20,"Robison, Sawyer",,So,12,12
Adams St. Grizzlies,929,2017,RMAC,13128,19,"Rosas, Johnny",,Fr,0,0
Adams St. Grizzlies,929,2017,RMAC,13128,8,"Sattler, Brandon",,Fr,2,0
Adams St. Grizzlies,929,2017,RMAC,13128,10,"Scott, Alex",,Fr,3,0
Adams St. Grizzlies,929,2017,RMAC,13128,3,"Trudgian, Terry",,Fr,12,8
Adams St. Grizzlies,929,2017,RMAC,13128,26,"Vaeth, Michael",,Fr,13,13
Adams St. Grizzlies,929,2017,RMAC,13128,2,"Wallace, Dylan",,So,5,0
Adams St. Grizzlies,929,2017,RMAC,13128,23,"Wiggins, Sloan",,Fr,12,1
Adams St. Grizzlies,929,2017,RMAC,13128,45,"Wilson, Kale",,Fr,13,1
Adams St. Grizzlies,929,2016,RMAC,13128,50,"Amell, Tanner",,So,14,13
Adams St. Grizzlies,929,2016,RMAC,13128,25,"Baron, Drew",,Fr,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,16,"Beck, Tanner",,Fr,10,0
Adams St. Grizzlies,929,2016,RMAC,13128,11,"Bill, Derek",,Jr,14,13
Adams St. Grizzlies,929,2016,RMAC,13128,12,"Brydson, Alex",,So,13,0
Adams St. Grizzlies,929,2016,RMAC,13128,26,"Campbell, Keaton",,Fr,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,13,"Carter, Benjamin",,Fr,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,22,"Caward, Sam",,Fr,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,37,"Chitwood, Garrett",,So,14,14
Adams St. Grizzlies,929,2016,RMAC,13128,30,"Clinton, Nik",,Fr,14,14
Adams St. Grizzlies,929,2016,RMAC,13128,8,"Coleman, Jarred",,Sr,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,33,"Cranfield, Collin",,So,14,0
Adams St. Grizzlies,929,2016,RMAC,13128,7,"Culley, Tanner",,So,8,1
Adams St. Grizzlies,929,2016,RMAC,13128,56,"Davis, Austin",,So,2,0
Adams St. Grizzlies,929,2016,RMAC,13128,36,"Gilliland, Zachary",,Fr,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,32,"Hauck, Dakota",,Fr,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,28,"Janes, Kage",,Fr,14,3
Adams St. Grizzlies,929,2016,RMAC,13128,35,"Johnson, Connor",,Fr,14,14
Adams St. Grizzlies,929,2016,RMAC,13128,51,"Kelly, Colton",,Fr,11,1
Adams St. Grizzlies,929,2016,RMAC,13128,10,"Kerigan, Drew",,Sr,14,9
Adams St. Grizzlies,929,2016,RMAC,13128,57,"Koenig, Alan",,Sr,11,0
Adams St. Grizzlies,929,2016,RMAC,13128,44,"Krieble, Daniel",,Fr,12,1
Adams St. Grizzlies,929,2016,RMAC,13128,18,"Long, Colton",,So,3,0
Adams St. Grizzlies,929,2016,RMAC,13128,24,"MacFarlane, Emmitt",,Fr,13,12
Adams St. Grizzlies,929,2016,RMAC,13128,38,"Martinez, Dominic",,So,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,40,"Morrison, Richard",,Sr,4,4
Adams St. Grizzlies,929,2016,RMAC,13128,34,"Osbourne, Morgan",,Fr,12,0
Adams St. Grizzlies,929,2016,RMAC,13128,21,"Prather, Alex",,So,14,8
Adams St. Grizzlies,929,2016,RMAC,13128,15,"Quatrochi, Joe",,So,14,12
Adams St. Grizzlies,929,2016,RMAC,13128,20,"Stowell, Seth",,Sr,12,6
Adams St. Grizzlies,929,2016,RMAC,13128,31,"Strong, Bradly",,Fr,0,0
Adams St. Grizzlies,929,2016,RMAC,13128,1,"Sullivan, Reece",,Jr,14,14
Adams St. Grizzlies,929,2016,RMAC,13128,2,"Wallace, Dylan",,Fr,11,0
Adams St. Grizzlies,929,2016,RMAC,13128,9,"Wiggins, Taylor",,N/A,7,1
Adams St. Grizzlies,929,2015,NA,NA,53,"Amell, Tanner",,Fr,13,7
Adams St. Grizzlies,929,2015,NA,NA,39,"Bagatti, Nick",,Fr,8,7
Adams St. Grizzlies,929,2015,NA,NA,18,"Bechtel, Jake",,Fr,6,2
Adams St. Grizzlies,929,2015,NA,NA,13,"Beedle, John",,Sr,15,1
Adams St. Grizzlies,929,2015,NA,NA,11,"Bill, Derek",,So,14,10
Adams St. Grizzlies,929,2015,NA,NA,1,"Bobo, Jamison",,Sr,15,15
Adams St. Grizzlies,929,2015,NA,NA,32,"Brydson, Alex",,Fr,11,0
Adams St. Grizzlies,929,2015,NA,NA,52,"Bucciarelli, Chris",,Fr,12,12
Adams St. Grizzlies,929,2015,NA,NA,37,"Chitwood, Garrett",,Fr,15,15
Adams St. Grizzlies,929,2015,NA,NA,27,"Cleary, Patrick",,So,0,0
Adams St. Grizzlies,929,2015,NA,NA,35,"Clouse, Keegan",,Fr,9,2
Adams St. Grizzlies,929,2015,NA,NA,8,"Coleman, Jarred",,Sr,6,3
Adams St. Grizzlies,929,2015,NA,NA,33,"Cranfield, Collin",,Fr,0,0
Adams St. Grizzlies,929,2015,NA,NA,58,"Culley, Tanner",,Fr,8,1
Adams St. Grizzlies,929,2015,NA,NA,56,"Davis, Austin",,Fr,2,0
Adams St. Grizzlies,929,2015,NA,NA,41,"Farina, Nick",,So,0,0
Adams St. Grizzlies,929,2015,NA,NA,4,"Franco, Isaac",,So,12,5
Adams St. Grizzlies,929,2015,NA,NA,36,"Gaskill, Alex",,Fr,10,0
Adams St. Grizzlies,929,2015,NA,NA,62,"Gastony, Alec",,Fr,0,0
Adams St. Grizzlies,929,2015,NA,NA,43,"Giffen, Montana",,Fr,14,0
Adams St. Grizzlies,929,2015,NA,NA,46,"Goodreau, Jack",,Fr,0,0
Adams St. Grizzlies,929,2015,NA,NA,49,"Graf, Connor",,Fr,8,0
Adams St. Grizzlies,929,2015,NA,NA,50,"Guenther, Joe",,Jr,1,1
Adams St. Grizzlies,929,2015,NA,NA,3,"Hamlin, Alec",,Jr,9,3
Adams St. Grizzlies,929,2015,NA,NA,34,"Helfand, Ryan",,Fr,14,11
Adams St. Grizzlies,929,2015,NA,NA,26,"Jones, Trevor",,Fr,0,0
Adams St. Grizzlies,929,2015,NA,NA,19,"Jones, Tanner",,So,15,7
Adams St. Grizzlies,929,2015,NA,NA,10,"Kerigan, Drew",,Sr,10,0
Adams St. Grizzlies,929,2015,NA,NA,57,"Koenig, Alan",,Jr,2,0
Adams St. Grizzlies,929,2015,NA,NA,17,"Koons, Jakob",,So,2,1
Adams St. Grizzlies,929,2015,NA,NA,2,"Kunau, Colin",,Jr,0,0
Adams St. Grizzlies,929,2015,NA,NA,25,"Leary, Michael",,Fr,10,5
Adams St. Grizzlies,929,2015,NA,NA,48,"Leung, Zach",,Fr,7,0
Adams St. Grizzlies,929,2015,NA,NA,55,"Leung, Ryan",,Fr,1,0
Adams St. Grizzlies,929,2015,NA,NA,38,"Long, Colton",,Fr,1,0
Adams St. Grizzlies,929,2015,NA,NA,12,"Mayes, Danny",,Sr,10,10
Adams St. Grizzlies,929,2015,NA,NA,28,"McAfee, Alex",,Fr,0,0
Adams St. Grizzlies,929,2015,NA,NA,5,"McConnville, Johnny",,So,0,0
