team_name,team_id,season,head_coach,division,conference,conference_id,wins,losses,ties,wl_per,notes
Hartwick Hawks,273,1973,Bill Muse,3,NA,NA,5,5,0,0.5,NA
Hartwick Hawks,273,1972,Bill Muse,3,NA,NA,4,6,0,0.4,NA
Hartwick Hawks,273,1971,Bill Muse,3,NA,NA,4,5,0,0.444,NA
Hartwick Hawks,273,1970,Bob Newkirk,3,NA,NA,4,6,0,0.4,NA
Hartwick Hawks,273,1969,Al Miller,3,NA,NA,4,6,0,0.4,NA
Hartwick Hawks,273,1968,Al Miller,3,NA,NA,4,4,0,0.5,NA
Hartwick Hawks,273,1967,David Haase,3,NA,NA,2,8,0,0.2,NA
Hartwick Hawks,273,1966,David Haase,3,NA,NA,0,9,0,0,NA
Hartwick Hawks,273,1965,David Haase,3,NA,NA,0,8,0,0,NA
Hartwick Hawks,273,1964,David Haase,3,NA,NA,1,2,0,0.333,NA
Harvard Crimson,275,2023,Gerry Byrne,1,Ivy League,865,0,0,0,0,NA
Harvard Crimson,275,2022,Gerry Byrne,1,Ivy League,865,8,5,0,0.615,NA
Harvard Crimson,275,2021,Gerry Byrne,1,Ivy League,865,0,0,0,0,NA
Harvard Crimson,275,2020,Gerry Byrne,1,Ivy League,865,2,2,0,0.5,NA
Harvard Crimson,275,2019,Chris Wojcik,1,Ivy League,865,5,8,0,0.385,NA
Harvard Crimson,275,2018,Chris Wojcik,1,Ivy League,865,7,6,0,0.538,NA
Harvard Crimson,275,2017,Chris Wojcik,1,Ivy League,865,6,7,0,0.462,NA
Harvard Crimson,275,2016,Chris Wojcik,1,Ivy League,865,8,8,0,0.5,NA
Harvard Crimson,275,2015,Chris Wojcik,1,Ivy League,865,7,7,0,0.5,NA
Harvard Crimson,275,2014,Chris Wojcik,1,Ivy League,865,10,7,0,0.588,NA
Harvard Crimson,275,2013,Chris Wojcik,1,Ivy League,865,6,8,0,0.429,NA
Harvard Crimson,275,2012,Chris Wojcik,1,Ivy League,865,6,8,0,0.429,NA
Harvard Crimson,275,2011,Chris Wojcik,1,Ivy League,865,10,6,0,0.625,NA
Harvard Crimson,275,2010,John Tillman,1,Ivy League,865,6,6,0,0.5,NA
Harvard Crimson,275,2009,John Tillman,1,Ivy League,865,8,5,0,0.615,NA
Harvard Crimson,275,2008,John Tillman,1,Ivy League,865,6,8,0,0.429,NA
Harvard Crimson,275,2007,Scott Anderson,1,Ivy League,865,5,7,0,0.417,NA
Harvard Crimson,275,2006,Scott Anderson,1,Ivy League,865,6,6,0,0.5,NA
Harvard Crimson,275,2005,Scott Anderson,1,Ivy League,865,5,8,0,0.385,NA
Harvard Crimson,275,2004,Scott Anderson,1,NA,NA,7,6,0,0.538,NA
Harvard Crimson,275,2003,Scott Anderson,1,Ivy League,865,5,10,0,0.333,NA
Harvard Crimson,275,2002,Scott Anderson,1,Ivy League,865,8,7,0,0.533,NA
Harvard Crimson,275,2001,Scott Anderson,1,NA,NA,8,7,0,0.533,NA
Harvard Crimson,275,2000,Scott Anderson,1,NA,NA,7,6,0,0.538,NA
Harvard Crimson,275,1999,Scott Anderson,1,NA,NA,3,10,0,0.231,NA
Harvard Crimson,275,1998,Scott Anderson,1,NA,NA,11,3,0,0.786,NA
Harvard Crimson,275,1997,Scott Anderson,1,NA,NA,8,6,0,0.571,NA
Harvard Crimson,275,1996,Scott Anderson,1,NA,NA,12,3,0,0.8,NA
Harvard Crimson,275,1995,Scott Anderson,1,NA,NA,8,5,0,0.615,NA
Harvard Crimson,275,1994,Scott Anderson,1,NA,NA,5,8,0,0.385,NA
Harvard Crimson,275,1993,Scott Anderson,1,NA,NA,7,8,0,0.467,NA
Harvard Crimson,275,1992,Scott Anderson,1,NA,NA,4,9,0,0.308,NA
Harvard Crimson,275,1991,Scott Anderson,1,NA,NA,3,10,0,0.231,NA
Harvard Crimson,275,1990,Scott Anderson,1,NA,NA,12,3,0,0.8,NA
Harvard Crimson,275,1989,Scott Anderson,1,NA,NA,7,7,0,0.5,NA
Harvard Crimson,275,1988,Scott Anderson,1,NA,NA,11,4,0,0.733,NA
Harvard Crimson,275,1987,Bob Scalise,1,NA,NA,11,4,0,0.733,NA
Harvard Crimson,275,1986,Bob Scalise,1,NA,NA,9,5,0,0.643,NA
Harvard Crimson,275,1985,Bob Scalise,1,NA,NA,3,11,0,0.214,NA
Harvard Crimson,275,1984,Bob Scalise,1,NA,NA,8,6,0,0.571,NA
Harvard Crimson,275,1983,Bob Scalise,1,NA,NA,6,8,0,0.429,NA
Harvard Crimson,275,1982,Bob Scalise,1,NA,NA,9,4,0,0.692,NA
Harvard Crimson,275,1981,Bob Scalise,1,NA,NA,4,8,0,0.333,NA
Harvard Crimson,275,1980,Bob Scalise,1,NA,NA,11,3,0,0.786,NA
Harvard Crimson,275,1979,Bob Scalise,1,NA,NA,10,4,0,0.714,NA
Harvard Crimson,275,1978,Bob Scalise,1,NA,NA,10,4,0,0.714,NA
Harvard Crimson,275,1977,Bob Scalise,1,NA,NA,4,8,0,0.333,NA
Harvard Crimson,275,1976,Bob Scalise,1,NA,NA,10,5,0,0.667,NA
Harvard Crimson,275,1975,Bob Scalise,1,NA,NA,4,9,0,0.308,NA
Harvard Crimson,275,1974,Bruce Munro,1,NA,NA,3,6,0,0.333,NA
Harvard Crimson,275,1973,Bruce Munro,1,NA,NA,3,10,0,0.231,NA
Harvard Crimson,275,1972,Bruce Munro,1,NA,NA,3,8,0,0.273,NA
Harvard Crimson,275,1971,Bruce Munro,1,NA,NA,8,3,0,0.727,NA
Harvard Crimson,275,1970,Bruce Munro,1,NA,NA,6,3,0,0.667,NA
Harvard Crimson,275,1969,Bruce Munro,1,NA,NA,6,8,0,0.429,NA
Harvard Crimson,275,1968,Bruce Munro,1,NA,NA,9,5,0,0.643,NA
Harvard Crimson,275,1967,Bruce Munro,1,NA,NA,7,6,0,0.538,NA
Harvard Crimson,275,1966,Bruce Munro,1,NA,NA,2,7,0,0.222,NA
Harvard Crimson,275,1965,Bruce Munro,1,NA,NA,3,10,0,0.231,NA
Harvard Crimson,275,1964,Bruce Munro,1,NA,NA,12,3,1,0.781,NA
Harvard Crimson,275,1963,Bruce Munro,1,NA,NA,6,6,0,0.5,NA
Harvard Crimson,275,1962,Bruce Munro,1,NA,NA,11,4,0,0.733,NA
Harvard Crimson,275,1961,Bruce Munro,1,NA,NA,13,1,1,0.9,NA
Harvard Crimson,275,1960,Bruce Munro,1,NA,NA,12,3,1,0.781,NA
Harvard Crimson,275,1959,Bruce Munro,1,NA,NA,5,8,0,0.385,NA
Harvard Crimson,275,1958,Bruce Munro,1,NA,NA,7,9,0,0.438,NA
Harvard Crimson,275,1957,Bruce Munro,1,NA,NA,3,11,1,0.233,NA
Harvard Crimson,275,1956,Bruce Munro,1,NA,NA,4,10,0,0.286,NA
Harvard Crimson,275,1955,Bruce Munro,1,NA,NA,4,11,1,0.281,NA
Harvard Crimson,275,1954,Bruce Munro,1,NA,NA,9,5,0,0.643,NA
Harvard Crimson,275,1953,Bruce Munro,1,NA,NA,7,7,1,0.5,NA
Harvard Crimson,275,1952,Bruce Munro,1,NA,NA,5,6,1,0.458,NA
Harvard Crimson,275,1951,Bruce Munro,1,NA,NA,11,3,0,0.786,NA
Harvard Crimson,275,1950,Bruce Munro,1,NA,NA,6,5,1,0.542,NA
Harvard Crimson,275,1949,Bruce Munro,1,NA,NA,6,6,0,0.5,NA
Harvard Crimson,275,1948,Robert H. Maddux,1,NA,NA,5,5,0,0.5,NA
Harvard Crimson,275,1947,Robert H. Maddux,1,NA,NA,7,3,0,0.7,NA
Harvard Crimson,275,1943,John Witherspoon,1,NA,NA,4,4,0,0.5,NA
Harvard Crimson,275,1942,John Witherspoon,1,NA,NA,1,9,0,0.1,NA
Harvard Crimson,275,1941,John Witherspoon,1,NA,NA,2,10,0,0.167,NA
Harvard Crimson,275,1940,John Witherspoon,1,NA,NA,7,5,0,0.583,NA
Harvard Crimson,275,1939,J. Neil Stanley,1,NA,NA,4,6,0,0.4,NA
Harvard Crimson,275,1938,J. Neil Stanley,1,NA,NA,2,8,0,0.2,NA
Harvard Crimson,275,1937,J. Neil Stanley,1,NA,NA,8,3,0,0.727,NA
Harvard Crimson,275,1936,J. Neil Stanley,1,NA,NA,5,7,0,0.417,NA
Harvard Crimson,275,1935,Robert Pool,1,NA,NA,7,4,0,0.636,NA
Harvard Crimson,275,1934,Robert Pool,1,NA,NA,4,6,0,0.4,NA
Harvard Crimson,275,1933,Robert Pool,1,NA,NA,5,3,2,0.6,NA
Harvard Crimson,275,1932,Madison Sayles,1,NA,NA,7,2,1,0.75,NA
Harvard Crimson,275,1931,Madison Sayles,1,NA,NA,3,6,0,0.333,NA
Harvard Crimson,275,1930,Madison Sayles,1,NA,NA,6,5,0,0.545,NA
Harvard Crimson,275,1929,Madison Sayles (5-4-1)E.F. Gamache (5-4-1),1,NA,NA,5,4,1,0.55,NA
Harvard Crimson,275,1928,H.W. Jeffers Jr.,1,NA,NA,4,10,0,0.286,NA
Harvard Crimson,275,1927,Talbot Hunter,1,NA,NA,3,8,0,0.273,NA
Harvard Crimson,275,1926,Irving Lydecker,1,NA,NA,4,5,0,0.444,NA
Harvard Crimson,275,1925,Irving Lydecker,1,NA,NA,5,2,0,0.714,NA
Harvard Crimson,275,1924,Harry Hubert,1,NA,NA,0,4,0,0,NA
Harvard Crimson,275,1919,Michael H. Cochran,1,NA,NA,1,1,0,0.5,NA
Haverford Fords,276,2023,Nick Taylor,3,Centennial,9683,0,0,0,0,NA
Haverford Fords,276,2022,Nick Taylor,3,Centennial,9683,5,10,0,0.333,NA
Haverford Fords,276,2021,Nick Taylor,3,Centennial,9683,0,1,0,0,Did not meet minimum number of contests played to be included in national statistical rankings
Haverford Fords,276,2020,Nick Taylor,3,Centennial,9683,1,5,0,0.167,NA
Haverford Fords,276,2019,Nick Taylor,3,Centennial,9683,5,10,0,0.333,NA
Haverford Fords,276,2018,Brendan Dawson,3,Centennial,9683,7,8,0,0.467,NA
Haverford Fords,276,2017,Brendan Dawson,3,Centennial,9683,7,8,0,0.467,NA
Haverford Fords,276,2016,Colin Bathory,3,Centennial,9683,7,8,0,0.467,NA
Haverford Fords,276,2015,Colin Bathory,3,Centennial,9683,5,9,0,0.357,NA
Haverford Fords,276,2014,Colin Bathory,3,Centennial,9683,1,13,0,0.071,NA
Haverford Fords,276,2013,Colin Bathory,3,Centennial,9683,7,7,0,0.5,NA
Haverford Fords,276,2012,Colin Bathory,3,Centennial,9683,6,8,0,0.429,NA
Haverford Fords,276,2011,Colin Bathory,3,Centennial,9683,11,4,0,0.733,NA
Haverford Fords,276,2010,Colin Bathory,3,Centennial,9683,12,6,0,0.667,NA
Haverford Fords,276,2009,Mike Murphy,3,Centennial,9683,13,4,0,0.765,NA
Haverford Fords,276,2008,Mike Murphy,3,Centennial,9683,11,5,0,0.688,NA
Haverford Fords,276,2007,Mike Murphy,3,Centennial,9683,8,6,0,0.571,NA
Haverford Fords,276,2006,Mike Murphy,3,Centennial,9683,10,6,0,0.625,NA
Haverford Fords,276,2005,Mike Murphy,3,Centennial,9683,9,6,0,0.6,NA
Haverford Fords,276,2004,Mike Murphy,3,NA,NA,7,6,0,0.538,NA
Haverford Fords,276,2003,Mike Murphy,3,Centennial,9683,6,8,0,0.429,NA
Haverford Fords,276,2002,Greg Zecca,3,NA,NA,2,11,0,0.154,NA
Haverford Fords,276,2001,Greg Zecca,3,NA,NA,4,10,0,0.286,NA
Haverford Fords,276,2000,Greg Zecca,3,NA,NA,4,9,0,0.308,NA
Haverford Fords,276,1999,Greg Zecca,3,NA,NA,6,10,0,0.375,NA
Haverford Fords,276,1998,Greg Zecca,3,NA,NA,6,8,0,0.429,NA
Haverford Fords,276,1997,Greg Zecca,3,NA,NA,8,7,0,0.533,NA
Haverford Fords,276,1996,Greg Zecca,3,NA,NA,4,9,0,0.308,NA
Haverford Fords,276,1995,Greg Zecca,3,NA,NA,7,9,0,0.438,NA
Haverford Fords,276,1994,Greg Zecca,3,NA,NA,5,9,0,0.357,NA
Haverford Fords,276,1993,David Hooks,3,NA,NA,9,4,0,0.692,NA
Haverford Fords,276,1992,David Hooks,3,NA,NA,9,7,0,0.563,NA
Haverford Fords,276,1991,David Hooks,3,NA,NA,7,8,0,0.467,NA
Haverford Fords,276,1990,David Hooks,3,NA,NA,5,10,0,0.333,NA
Haverford Fords,276,1989,David Hooks,3,NA,NA,6,8,0,0.429,NA
Haverford Fords,276,1988,Stewart Moan,3,NA,NA,6,10,0,0.375,NA
Haverford Fords,276,1987,Stewart Moan,3,NA,NA,2,12,0,0.143,NA
Haverford Fords,276,1986,Dana Swan,3,NA,NA,0,10,0,0,NA
Haverford Fords,276,1985,Dana Swan,3,NA,NA,3,7,0,0.3,NA
Haverford Fords,276,1984,Dana Swan,3,NA,NA,6,5,0,0.545,NA
Haverford Fords,276,1983,Dana Swan,3,NA,NA,5,5,0,0.5,NA
Haverford Fords,276,1982,Dana Swan,3,NA,NA,4,3,0,0.571,NA
Haverford Fords,276,1981,Dana Swan,3,NA,NA,6,4,0,0.6,NA
Haverford Fords,276,1980,Dana Swan,3,NA,NA,5,6,0,0.455,NA
Haverford Fords,276,1979,Dana Swan,3,NA,NA,7,3,0,0.7,NA
Haverford Fords,276,1978,Dana Swan,3,NA,NA,6,4,0,0.6,NA
Haverford Fords,276,1977,Dana Swan,3,NA,NA,8,2,0,0.8,NA
Haverford Fords,276,1976,Dana Swan,3,NA,NA,6,4,0,0.6,NA
Haverford Fords,276,1975,Dana Swan,3,NA,NA,4,6,0,0.4,NA
Haverford Fords,276,1974,Dana Swan,3,NA,NA,1,8,0,0.111,NA
Haverford Fords,276,1973,Dana Swan,2,NA,NA,1,6,1,0.188,NA
Haverford Fords,276,1972,Dana Swan,2,NA,NA,3,5,0,0.375,NA
Heidelberg The Student Prince,278,2023,Mark Cyron,3,OAC,901,0,0,0,0,NA
Heidelberg The Student Prince,278,2022,Mark Cyron,3,OAC,901,1,15,0,0.063,NA
Heidelberg The Student Prince,278,2021,Bill Schmoldt,3,OAC,901,1,11,0,0.083,NA
Heidelberg The Student Prince,278,2020,Bill Schmoldt,3,OAC,901,1,4,0,0.2,NA
Heidelberg The Student Prince,278,2019,Bill Schmoldt,3,OAC,901,6,11,0,0.353,NA
Heidelberg The Student Prince,278,2018,Bill Schmoldt,3,OAC,901,8,9,0,0.471,NA
Heidelberg The Student Prince,278,2017,Bill Schmoldt,3,OAC,901,3,13,0,0.188,NA
Hendrix Warriors,1124,2023,Jordan Drumheller,3,SAA,30169,0,0,0,0,NA
Hendrix Warriors,1124,2022,Jordan Drumheller,3,SAA,30169,6,8,0,0.429,NA
Hendrix Warriors,1124,2021,Anthony Biondo,3,SAA,30169,4,5,0,0.444,NA
Hendrix Warriors,1124,2020,Anthony Biondo,3,SAA,30169,3,4,0,0.429,NA
Hendrix Warriors,1124,2019,Anthony Biondo,3,SAA,30169,4,10,0,0.286,NA
Hendrix Warriors,1124,2018,Anthony Biondo,3,SAA,30169,6,11,0,0.353,NA
Hendrix Warriors,1124,2017,Anthony Biondo,3,SAA,30169,8,8,0,0.5,NA
Hendrix Warriors,1124,2016,Curt Foxx,3,SAA,30169,6,11,0,0.353,NA
Hendrix Warriors,1124,2015,Curt Foxx,3,SAA,30169,6,8,0,0.429,NA
Hendrix Warriors,1124,2014,Curt Foxx,3,SAA,30169,7,10,0,0.412,NA
Hendrix Warriors,1124,2013,Curt Foxx,3,SCAC,835,5,10,0,0.333,NA
Hendrix Warriors,1124,2012,Curt Foxx,3,SCAC,835,5,10,0,0.333,NA
Hendrix Warriors,1124,2011,Curt Foxx,3,SCAC,835,5,7,0,0.417,NA
Hendrix Warriors,1124,2010,Jeremy Lichtig,3,SCAC,835,0,13,0,0,NA
Hendrix Warriors,1124,2009,Jeremy Lichtig,3,NA,NA,0,10,0,0,NA
Hendrix Warriors,1124,2008,Jeremy Lichtig,3,SCAC,835,0,11,0,0,Inaugural Season
High Point Panthers,19651,2023,Jon Torpey,1,Atlantic 10,820,0,0,0,0,NA
High Point Panthers,19651,2022,Jon Torpey,1,SoCon,912,7,8,0,0.467,NA
High Point Panthers,19651,2021,Jon Torpey,1,SoCon,912,8,6,0,0.571,NA
High Point Panthers,19651,2020,Jon Torpey,1,SoCon,912,2,6,0,0.25,NA
High Point Panthers,19651,2019,Jon Torpey,1,SoCon,912,13,3,0,0.813,NA
High Point Panthers,19651,2018,Jon Torpey,1,SoCon,912,6,8,0,0.429,NA
High Point Panthers,19651,2017,Jon Torpey,1,SoCon,912,4,10,0,0.286,NA
High Point Panthers,19651,2016,Jon Torpey,1,SoCon,912,9,6,0,0.6,NA
High Point Panthers,19651,2015,Jon Torpey,1,SoCon,912,10,7,0,0.588,NA
High Point Panthers,19651,2014,Jon Torpey,1,ASUN,920,9,7,0,0.563,NA
High Point Panthers,19651,2013,Jon Torpey,1,NA,NA,3,12,0,0.2,Inaugural Varsity Season
Hilbert Hawks,8398,2023,Michael Carbery,3,United East,30071,0,0,0,0,NA
Hilbert Hawks,8398,2022,Michael Carbery,3,United East,30071,4,7,0,0.364,NA
Hilbert Hawks,8398,2021,Michael Carbery,3,United East,30071,2,2,0,0.5,Did not meet minimum number of contests played to be included in national statistical rankings
Hilbert Hawks,8398,2020,Michael Carbery,3,United East,30071,3,1,0,0.75,NA
Hilbert Hawks,8398,2019,Michael Carbery,3,United East,30071,6,7,0,0.462,NA
Hilbert Hawks,8398,2018,Michael Carbery,3,United East,30071,9,6,0,0.6,NA
Hilbert Hawks,8398,2017,Rick Schunke,3,United East,30071,10,6,0,0.625,NA
Hilbert Hawks,8398,2016,Rick Schunke,3,United East,30071,5,8,0,0.385,NA
Hilbert Hawks,8398,2015,Rick Schunke,3,United East,30071,9,6,0,0.6,NA
Hilbert Hawks,8398,2014,Rick Schunke,3,United East,30071,8,5,0,0.615,NA
Hilbert Hawks,8398,2013,Rick Schunke,3,United East,30071,10,5,0,0.667,NA
Hilbert Hawks,8398,2012,Rick Schunke,3,United East,30071,5,7,0,0.417,NA
Hilbert Hawks,8398,2011,Rick Schunke,3,NA,NA,6,6,0,0.5,Inaugural Varsity Season
Hiram Terriers,281,2023,Brian Welch,3,NCAC,897,0,0,0,0,NA
Hiram Terriers,281,2022,Brian Jenkins,3,NCAC,897,4,10,0,0.286,NA
Hiram Terriers,281,2021,Brian Jenkins,3,NCAC,897,1,5,0,0.167,NA
Hiram Terriers,281,2020,Brian Jenkins,3,NCAC,897,4,1,0,0.8,NA
Hiram Terriers,281,2019,Brian Jenkins,3,NCAC,897,6,9,0,0.4,NA
Hiram Terriers,281,2018,Brian Jenkins,3,NCAC,897,6,9,0,0.4,NA
Hiram Terriers,281,2017,Brian Jenkins,3,NCAC,897,2,10,0,0.167,NA
Hiram Terriers,281,2016,Brian Jenkins,3,NCAC,897,2,12,0,0.143,NA
Hiram Terriers,281,2015,Brian Jenkins,3,NCAC,897,3,10,0,0.231,NA
Hiram Terriers,281,2014,Brian Jenkins,3,NCAC,897,2,11,0,0.154,NA
Hiram Terriers,281,2013,Brian Jenkins,3,NCAC,897,1,11,0,0.083,Inaugural Varsity Season
Hobart Statesmen,282,2023,Greg Raymond,1,Atlantic 10,820,0,0,0,0,NA
Hobart Statesmen,282,2022,Greg Raymond,1,NEC,846,7,6,0,0.538,NA
Hobart Statesmen,282,2021,Greg Raymond,1,NEC,846,6,3,0,0.667,NA
Hobart Statesmen,282,2020,Greg Raymond,1,NEC,846,4,1,0,0.8,NA
Hobart Statesmen,282,2019,Greg Raymond,1,NEC,846,11,5,0,0.688,NA
Hobart Statesmen,282,2018,Greg Raymond,1,NEC,846,4,10,0,0.286,NA
Hobart Statesmen,282,2017,Greg Raymond,1,NEC,846,9,7,0,0.563,NA
Hobart Statesmen,282,2016,Greg Raymond,1,NEC,846,10,7,0,0.588,NA
Hobart Statesmen,282,2015,Greg Raymond,1,NEC,846,7,7,0,0.5,NA
Hobart Statesmen,282,2014,Greg Raymond,1,NEC,846,5,10,0,0.333,NA
Hobart Statesmen,282,2013,T.W. Johnson,1,ECAC,NA,6,8,0,0.429,NA
Hobart Statesmen,282,2012,T.W. Johnson,1,ECAC,NA,4,9,0,0.308,NA
Hobart Statesmen,282,2011,T.W. Johnson,1,ECAC,NA,5,9,0,0.357,NA
Hobart Statesmen,282,2010,T.W. Johnson,1,ECAC,NA,3,11,0,0.214,NA
Hobart Statesmen,282,2009,T.W. Johnson,1,ECAC,NA,7,7,0,0.5,NA
Hobart Statesmen,282,2008,Matt Kerwick,1,ECAC,NA,8,6,0,0.571,NA
Hobart Statesmen,282,2007,Matt Kerwick,1,ECAC,NA,5,9,0,0.357,NA
Hobart Statesmen,282,2006,Matt Kerwick,1,ECAC,NA,0,8,0,0,Vacated 6 wins (1-2011)
Hobart Statesmen,282,2005,Matt Kerwick,1,ECAC,NA,7,7,0,0.5,NA
Hobart Statesmen,282,2004,Matt Kerwick,1,NA,NA,9,7,0,0.563,NA
Hobart Statesmen,282,2003,Matt Kerwick,1,Patriot,838,5,8,0,0.385,NA
Hobart Statesmen,282,2002,Matt Kerwick,1,Patriot,838,6,8,0,0.429,NA
Hobart Statesmen,282,2001,B.J. O'Hara,1,NA,NA,5,7,0,0.417,NA
Hobart Statesmen,282,2000,B.J. O'Hara,1,NA,NA,7,7,0,0.5,NA
Hobart Statesmen,282,1999,B.J. O'Hara,1,NA,NA,6,7,0,0.462,NA
Hobart Statesmen,282,1998,B.J. O'Hara,1,NA,NA,8,5,0,0.615,NA
Hobart Statesmen,282,1997,B.J. O'Hara,1,NA,NA,5,7,0,0.417,NA
Hobart Statesmen,282,1996,B.J. O'Hara,1,NA,NA,5,7,0,0.417,NA
Hobart Statesmen,282,1995,B.J. O'Hara,1,NA,NA,7,6,0,0.538,NA
Hobart Statesmen,282,1994,B.J. O'Hara,3,NA,NA,11,3,0,0.786,NA
Hobart Statesmen,282,1993,B.J. O'Hara,3,NA,NA,11,3,0,0.786,NA
Hobart Statesmen,282,1992,B.J. O'Hara,3,NA,NA,9,4,0,0.692,NA
Hobart Statesmen,282,1991,B.J. O'Hara,3,NA,NA,8,6,0,0.571,NA
Hobart Statesmen,282,1990,B.J. O'Hara,3,NA,NA,15,1,0,0.938,NA
Hobart Statesmen,282,1989,David Urick,3,NA,NA,15,4,0,0.789,NA
Hobart Statesmen,282,1988,David Urick,3,NA,NA,14,4,0,0.778,NA
Hobart Statesmen,282,1987,David Urick,3,NA,NA,10,4,0,0.714,NA
Hobart Statesmen,282,1986,David Urick,3,NA,NA,15,1,0,0.938,NA
Hobart Statesmen,282,1985,David Urick,3,NA,NA,11,3,0,0.786,NA
Hobart Statesmen,282,1984,David Urick,3,NA,NA,9,4,0,0.692,NA
Hobart Statesmen,282,1983,David Urick,3,NA,NA,13,2,0,0.867,NA
Hobart Statesmen,282,1982,David Urick,3,NA,NA,11,3,0,0.786,NA
Hobart Statesmen,282,1981,David Urick,3,NA,NA,12,3,0,0.8,NA
Hobart Statesmen,282,1980,David Urick,3,NA,NA,12,2,0,0.857,NA
Hobart Statesmen,282,1979,David Urick (7-3)Tom Korn (7-3),2,NA,NA,7,3,0,0.7,NA
Hobart Statesmen,282,1978,Jerry Schmidt,2,NA,NA,13,2,0,0.867,NA
Hobart Statesmen,282,1977,Jerry Schmidt,2,NA,NA,15,0,0,1,NA
Hobart Statesmen,282,1976,Jerry Schmidt,2,NA,NA,14,3,0,0.824,NA
Hobart Statesmen,282,1975,Jerry Schmidt,2,NA,NA,13,2,0,0.867,NA
Hobart Statesmen,282,1974,Jerry Schmidt,2,NA,NA,14,2,0,0.875,NA
Hobart Statesmen,282,1973,Jerry Schmidt,2,NA,NA,12,4,0,0.75,NA
Hobart Statesmen,282,1972,Jerry Schmidt,2,NA,NA,17,1,0,0.944,NA
Hobart Statesmen,282,1971,Jerry Schmidt,2,NA,NA,12,6,0,0.667,NA
Hobart Statesmen,282,1970,Jerry Schmidt,2,NA,NA,9,5,0,0.643,NA
Hobart Statesmen,282,1969,Jerry Schmidt,2,NA,NA,13,4,0,0.765,NA
Hobart Statesmen,282,1968,Jerry Schmidt,2,NA,NA,11,5,0,0.688,NA
Hobart Statesmen,282,1967,Buddy Beadmore,2,NA,NA,9,5,0,0.643,NA
Hobart Statesmen,282,1966,Babe Kraus,2,NA,NA,10,3,0,0.769,NA
Hobart Statesmen,282,1965,Babe Kraus,2,NA,NA,10,3,0,0.769,NA
Hobart Statesmen,282,1964,Babe Kraus,2,NA,NA,11,4,0,0.733,NA
Hobart Statesmen,282,1963,Babe Kraus,2,NA,NA,9,4,0,0.692,NA
Hobart Statesmen,282,1962,Babe Kraus,2,NA,NA,9,1,0,0.9,NA
Hobart Statesmen,282,1961,Babe Kraus,2,NA,NA,12,1,0,0.923,NA
Hobart Statesmen,282,1960,Babe Kraus,2,NA,NA,7,5,0,0.583,NA
Hobart Statesmen,282,1959,Babe Kraus,2,NA,NA,3,6,0,0.333,NA
Hobart Statesmen,282,1958,Babe Kraus,2,NA,NA,4,6,0,0.4,NA
Hobart Statesmen,282,1957,Babe Kraus,2,NA,NA,4,5,0,0.444,NA
Hobart Statesmen,282,1956,Babe Kraus,2,NA,NA,8,3,0,0.727,NA
Hobart Statesmen,282,1955,Babe Kraus,2,NA,NA,5,4,0,0.556,NA
Hobart Statesmen,282,1954,Babe Kraus,2,NA,NA,4,4,0,0.5,NA
Hobart Statesmen,282,1953,Babe Kraus,2,NA,NA,4,3,0,0.571,NA
Hobart Statesmen,282,1952,Babe Kraus,2,NA,NA,8,2,0,0.8,NA
Hobart Statesmen,282,1951,Babe Kraus,2,NA,NA,9,2,0,0.818,NA
Hobart Statesmen,282,1950,Babe Kraus,2,NA,NA,6,4,0,0.6,NA
Hobart Statesmen,282,1949,Babe Kraus,2,NA,NA,8,3,0,0.727,NA
Hobart Statesmen,282,1948,Babe Kraus,2,NA,NA,4,5,0,0.444,NA
Hobart Statesmen,282,1947,Babe Kraus,2,NA,NA,7,5,0,0.583,NA
Hobart Statesmen,282,1946,Babe Kraus,2,NA,NA,2,4,0,0.333,NA
Hobart Statesmen,282,1945,Babe Kraus,2,NA,NA,NA,NA,NA,NA,NA
Hobart Statesmen,282,1944,Babe Kraus,2,NA,NA,NA,NA,NA,NA,NA
Hobart Statesmen,282,1943,Babe Kraus,2,NA,NA,NA,NA,NA,NA,NA
Hobart Statesmen,282,1942,Babe Kraus,2,NA,NA,4,2,0,0.667,NA
Hobart Statesmen,282,1941,Babe Kraus,2,NA,NA,5,2,0,0.714,NA
Hobart Statesmen,282,1940,Babe Kraus,2,NA,NA,5,0,0,1,NA
Hobart Statesmen,282,1939,Babe Kraus,2,NA,NA,4,1,1,0.75,NA
Hobart Statesmen,282,1938,Babe Kraus,2,NA,NA,6,0,0,1,NA
Hobart Statesmen,282,1937,Babe Kraus,2,NA,NA,6,2,0,0.75,NA
Hobart Statesmen,282,1936,Babe Kraus,2,NA,NA,7,1,0,0.875,NA
Hobart Statesmen,282,1935,Babe Kraus,2,NA,NA,5,2,0,0.714,NA
Hobart Statesmen,282,1934,Babe Kraus,2,NA,NA,2,7,0,0.222,NA
Hobart Statesmen,282,1933,Babe Kraus,2,NA,NA,2,4,0,0.333,NA
Hobart Statesmen,282,1932,Babe Kraus,2,NA,NA,2,3,0,0.4,NA
Hobart Statesmen,282,1931,Babe Kraus,2,NA,NA,5,4,0,0.556,NA
Hobart Statesmen,282,1930,Babe Kraus,2,NA,NA,1,4,1,0.25,NA
Hobart Statesmen,282,1929,Babe Kraus,2,NA,NA,5,3,0,0.625,NA
Hobart Statesmen,282,1928,Babe Kraus,2,NA,NA,2,5,0,0.286,NA
